W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0001417,PIPELINE CAFE,"2131 DURANT AVE
BERKELEY, CA
(37.866918240000075, -122.26613235599996)",12/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001191,PIZZA MODA,"1401 UNIVERSITY AVE
BERKELEY, CA
(37.87024833500004, -122.28393280499995)",02/18/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000297,PLEARN THAI RESTAURANT,"1923 UNIVERSITY AVE
BERKELEY, CA
(37.87171749400005, -122.27236274399996)",02/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000060,POLLO,"100 BERKELEY SQ
BERKELEY, CA
(37.871074521000025, -122.267753616)",12/02/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000985,POPEYE'S CHICKEN #8593,"1775 SAN PABLO AVE
BERKELEY, CA
(37.87191223000008, -122.29294825799997)",01/08/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001303,POTLIQUOR LLC,"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",07/16/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000424,POULET,"1685 SHATTUCK AVE
BERKELEY, CA
(37.876873955000065, -122.26882523799998)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000397,POWELL'S SWEET SHOPPE,"3206 COLLEGE AVE
BERKELEY, CA
(37.85119437800006, -122.25249590099997)",02/24/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000013,PRIYA SO. & NO. INDIAN CUISINE,"2072 SAN PABLO AVE
BERKELEY, CA
(37.868140811000046, -122.29195153399996)",02/20/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000454,PURE CONVENIENCE STORE,"913 UNIVERSITY AVE
BERKELEY, CA
(37.86835744000007, -122.29627489599994)",07/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001243,PURPLE KOW,"2164 CENTER ST
BERKELEY, CA
(37.87052373000006, -122.26623606099997)",02/24/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000169,PYRAMID ALE HOUSE,"901 GILMAN ST
BERKELEY, CA
(37.879728157000045, -122.29973519799995)",03/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000009,QUINCE CAFE & GRILL,"2228 SAN PABLO AVE
BERKELEY, CA
(37.86539031500007, -122.29105160199998)",02/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000367,RACHA CAFE INC.,"2516 TELEGRAPH AVE
BERKELEY, CA
(37.864395398000056, -122.25855968399998)",05/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000015,RAINBOW DONUT,"2025 SAN PABLO AVE
BERKELEY, CA
(37.86864090200004, -122.29189737699994)",06/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001266,RANGOON SUPER STARS,"2826 TELEGRAPH AVE
BERKELEY, CA
(37.85896519100004, -122.25932352299998)",04/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000570,RAW ENERGY,"2050 ADDISON ST
BERKELEY, CA
(37.87102382000006, -122.269106395)",05/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001216,RAZAN ORGANIC KITCHEN,"2115 KITTREDGE ST
BERKELEY, CA
(37.86861785600007, -122.267142907)",11/24/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000497,RAZAN'S CAFE,"2119 KITTREDGE ST
BERKELEY, CA
(37.86864781500003, -122.26688249099999)",11/24/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000079,RED TOMATO PIZZA HOUSE,"2017 UNIVERSITY AVE
BERKELEY, CA
(37.872018240000045, -122.27009274799997)",01/12/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000263,REI,"1338 SAN PABLO AVE
BERKELEY, CA
(37.879570295000065, -122.29561118199996)",05/16/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001295,RELISH CATERING,"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",05/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000760,REMY'S MEXICAN RESTAURANT,"2506 HASTE ST
BERKELEY, CA
(37.86607361800003, -122.25805601299999)",03/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001499,REPUBLIC OF VEGAN,"1624 UNIVERSITY AVE
BERKELEY, CA
(37.87069311600004, -122.27912548599994)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000620,REVIVAL BAR & KITCHEN,"2102 SHATTUCK AVE
BERKELEY, CA
(37.87086941500007, -122.26830440699996)",03/12/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000206,RIALTO THEATERS,"2964 COLLEGE AVE
BERKELEY, CA
(37.85686972700006, -122.25307612399996)",08/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000390,RICK & ANN'S INC.,"2922 DOMINGO AVE
BERKELEY, CA
(37.85857069900004, -122.24392525499997)",01/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000475,RIVA CUCINA,"800 HEINZ AVE
BERKELEY, CA
(37.85305398600008, -122.29381362199996)",03/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000222,RIVOLI RESTAURANT,"1539 SOLANO AVE
BERKELEY, CA
(37.89100784400006, -122.28627078499994)",06/11/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000194,ROSE & GROVE MARKET,"1343 M L KING JR WY
BERKELEY, CA
(37.88170432100003, -122.27409462299994)",03/02/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000233,ROXIE FOOD CENTER  1099/1642,"2999 SHATTUCK AVE
BERKELEY, CA
(37.855485300000055, -122.26650454299994)",02/19/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000178,SABUY SABUY II,"1233 SAN PABLO AVE
BERKELEY, CA
(37.88110052500008, -122.29590731799999)",02/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000456,SACRAMENTO MARKET,"2974 SACRAMENTO ST
BERKELEY, CA
(37.853701568000076, -122.27921190699999)",06/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000417,SAFEWAY STORE #691,"1444 SHATTUCK AVE
BERKELEY, CA
(37.88147483200004, -122.26958290099998)",05/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001475,SAFFRON AND KUMQUATS,"2428 SHATTUCK AVE
BERKELEY, CA
(37.86520479700005, -122.26771328599995)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001054,SAIGON EXPRESS,"2045 SHATTUCK AVE
BERKELEY, CA
(37.87142366200004, -122.26769484999994)",12/02/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001219,SALKHI PETROLEUM INC.,"2996 TELEGRAPH AVE
BERKELEY, CA
(37.85654539900003, -122.25967381599997)",06/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001465,SALT AND HONEY LLC,"1451 5TH ST
BERKELEY, CA
(37.87548084600007, -122.301266581)",12/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000768,SAMER'S MARKET & DELI,"2312 TELEGRAPH AVE
BERKELEY, CA
(37.86829406500004, -122.25915298499996)",03/02/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001451,SANCTUARY BISTRO,"1019 CAMELIA ST
BERKELEY, CA
(37.87848715000007, -122.29663555999997)",11/19/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000656,SANDWICH ZONE,"2117 SHATTUCK AVE
BERKELEY, CA
(37.87104686600003, -122.26768447899997)",11/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001514,SAN FRANCISCO CREPE COMPANY,"1160 UNIVERSITY AVE
BERKELEY, CA
(37.869243545000074, -122.29044550199995)",01/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001521,SAN FRANCISCO CREPE COMPANY,"2125 UNIVERSITY AVE
BERKELEY, CA
(37.87234779200003, -122.26742291099998)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000301,SAN FRANCISCO SOUP CO.,"2512 BANCROFT WY
BERKELEY, CA
(37.86874345500007, -122.25882688899998)",03/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000157,SAN PABLO MINI-MART,"1580 SAN PABLO AVE
BERKELEY, CA
(37.87539096900008, -122.29427222999999)",04/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000675,SATAY HOUSE,"2519-B DURANT AVE
BERKELEY, CA
(37.86790330400004, -122.25851855599996)",01/13/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000328,SATURN CAFE,"2175 ALLSTON WY
BERKELEY, CA
(37.86967795500004, -122.26606321899999)",12/19/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000149,SAUL'S RESTAURANT,"1475 SHATTUCK AVE
BERKELEY, CA
(37.88069376900006, -122.26915479099995)",01/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000372,SCONEHENGE BAKERY CAFE,"2787 SHATTUCK AVE
BERKELEY, CA
(37.85896403900006, -122.26691475499996)",08/11/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000568,SEABREEZE MARKET & DELI,"598 UNIVERSITY AVE
BERKELEY, CA
(37.866263134000064, -122.305556938)",02/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001345,SEASONS OF JAPAN,"2122 SHATTUCK AVE
BERKELEY, CA
(37.87061130400008, -122.26826177299995)",04/22/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000393,SEMIFREDDI'S,"3084 CLAREMONT AVE
BERKELEY, CA
(37.85426858900007, -122.24840926699994)",07/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001367,SENIORE'S PIZZA,"2518-B DURANT AVE
BERKELEY, CA
(37.86785006800005, -122.25850740599998)",11/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000133,SEVEN PALMS FOOD CENTER,"1801 EUCLID AVE
BERKELEY, CA
(37.875816160000056, -122.26023497799997)",04/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000545,SHATTUCK CINEMA,"2230 SHATTUCK AVE
BERKELEY, CA
(37.868678927000076, -122.26808432099995)",05/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000544,SHATTUCK MARKET,"2441 SHATTUCK AVE
BERKELEY, CA
(37.86505384800006, -122.26733188099996)",02/18/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001204,SHENGKEE BAKERY,"2307 TELEGRAPH AVE
BERKELEY, CA
(37.868387400000074, -122.25909537099994)",12/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000378,SHEN HUA,"2914 COLLEGE AVE
BERKELEY, CA
(37.85798690400003, -122.25317379499995)",03/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001323,SIERRA NEVADA TORPEDO ROOM,"2031 4TH ST
BERKELEY, CA
(37.86685464400006, -122.29957953299999)",07/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001115,"SIMPLY GREEK 3, INC.","2929 SHATTUCK AVE
BERKELEY, CA
(37.85575493400006, -122.26654487299999)",02/18/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000467,SKATES ON THE BAY,"100 SEAWALL DR
BERKELEY, CA
(37.862022195000065, -122.31704247099998)",03/04/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001282,SLIDER BAR,"2124 CENTER ST
BERKELEY, CA
(37.87039352200003, -122.26721665299999)",12/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001047,SLIPPERY FISH,"1491 SAN PABLO AVE
BERKELEY, CA
(37.876620453000044, -122.29445774699997)",01/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001194,SLIVER,"2132 CENTER ST
BERKELEY, CA
(37.87043270000004, -122.26689631899995)",05/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000317,SMART ALEC'S,"2355 TELEGRAPH AVE
BERKELEY, CA
(37.86758771600006, -122.25893635599999)",10/06/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001279,SMART MART,"1951 SHATTUCK AVE
BERKELEY, CA
(37.87289512600006, -122.26842539699999)",02/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001024,SMOKE BERKELEY,"2434 SAN PABLO AVE
BERKELEY, CA
(37.86186087500005, -122.28992236599998)",01/27/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001511,SMOKE'S POUTINERIE,"2518-A DURANT AVE
BERKELEY, CA
(37.86785006800005, -122.25850740599998)",01/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000958,SMOKEY J,"3015 SHATTUCK AVE
BERKELEY, CA
(37.854745097000034, -122.26641093299997)",02/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000025,"SOBER,INC.DBA NO. BEACH PIZZA","1598 UNIVERSITY AVE
BERKELEY, CA
(37.87057327800005, -122.28002541799998)",03/31/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000647,SO. BERKELEY COMMUNITY CHURCH,"1802 FAIRVIEW ST
BERKELEY, CA
(37.85041295600007, -122.27256554499996)",08/26/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000218,SOLANO 76  1099/1614,"1830 SOLANO AVE
BERKELEY, CA
(37.89136274700007, -122.27887774499999)",04/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000073,SOL Y LUNA,"1926 SHATTUCK AVE
BERKELEY, CA
(37.87333529800003, -122.26856366999999)",12/11/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000146,SOOP,"1511-A SHATTUCK AVE
BERKELEY, CA
(37.879769672000066, -122.26917018299997)",05/20/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001371,SOURCE MINI,"1511-B SHATTUCK AVE
BERKELEY, CA
(37.879769672000066, -122.26917018299997)",06/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001294,SOUTH BERKELEY PRODUCE & MEAT,"3120 SACRAMENTO ST
BERKELEY, CA
(37.85093263500005, -122.27856317199996)",06/24/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000245,SOUTH BERKELEY SENIOR CENTER,"2939 ELLIS ST
BERKELEY, CA
(37.854223552000065, -122.27319469099996)",06/26/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000106,SPENGER'S,"1919 FOURTH ST
BERKELEY, CA
(37.868181141000036, -122.30001750699995)",01/14/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001071,SPOON,"933 ASHBY AVE
BERKELEY, CA
(37.85150762300003, -122.28985668599995)",01/13/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000692,SPOONROCKET.COM,"1725 UNIVERSITY AVE
BERKELEY, CA
(37.87119781500007, -122.27650289199994)",01/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000088,SPUN SUGAR,"1611 UNIVERSITY AVE
BERKELEY, CA
(37.870827933000044, -122.27942277399995)",01/20/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001441,STAGS,"1030 MURRAY ST
BERKELEY, CA
(37.851443096000025, -122.28776414199996)",03/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001399,STANDARD FARE,"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",06/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000622,STANFORD LIQUOR,"3400 ADELINE ST
BERKELEY, CA
(37.84676367900005, -122.27254941299998)",11/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001470,STARBUCK'S,"3001 TELEGRAPH AVE
BERKELEY, CA
(37.855936995000036, -122.25968533899999)",10/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000549,STARBUCKS COFFEE #5406,"2224 SHATTUCK AVE
BERKELEY, CA
(37.868878272000075, -122.26809353899995)",01/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000410,STARBUCKS COFFEE #570,"1799 SOLANO AVE
BERKELEY, CA
(37.891358138000044, -122.28006113799995)",11/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000052,STARBUCKS COFFEE #9217,"2128 OXFORD ST
BERKELEY, CA
(37.87027714200008, -122.26594338199999)",03/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001147,STARBUCKS @ SAFEWAY #691,"1444 SHATTUCK AVE
BERKELEY, CA
(37.88147483200004, -122.26958290099998)",05/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000116,STAR GROCERY,"3068 CLAREMONT AVE
BERKELEY, CA
(37.85464067800007, -122.24809338399996)",12/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000896,STAR MEATS LLC,"3068 CLAREMONT AVE
BERKELEY, CA
(37.85464067800007, -122.24809338399996)",12/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000070,STARRY PLOUGH,"3101 SHATTUCK AVE
BERKELEY, CA
(37.852953737000064, -122.26618536099994)",01/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001534,STATESIDE BAKERY,"3001 TELEGRAPH AVE
BERKELEY, CA
(37.855936995000036, -122.25968533899999)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001225,STELLA NONA INC.,"1407 SAN PABLO AVE
BERKELEY, CA
(37.87847101800003, -122.29505693399994)",11/25/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000528,STEVE'S KOREAN BAR-B-Q,"2521 DURANT AVE
BERKELEY, CA
(37.867978340000036, -122.25798341899997)",01/13/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000010,ST. HELENA WINE CO.,"2198 SAN PABLO AVE
BERKELEY, CA
(37.86657025100004, -122.29143185499998)",01/16/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000239,ST PAUL AFRICAN METHODIST,"2024 ASHBY AVE
BERKELEY, CA
(37.85506356500008, -122.26800596599998)",07/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000757,STRADAVARIUS,"2680 BANCROFT WY
BERKELEY, CA
(37.86922280400006, -122.25499555199997)",08/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000168,STUDIO GROW LLC,"1235 TENTH ST
BERKELEY, CA
(37.881080936000046, -122.29720709199995)",06/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000607,SUBWAY,"1101 UNIVERSITY AVE
BERKELEY, CA
(37.86923778400006, -122.29167268199996)",04/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000997,SUBWAY #26628,"2618 TELEGRAPH AVE
BERKELEY, CA
(37.86247504200003, -122.25884417299994)",05/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001260,SUBWAY #46673,"2929 9TH ST
BERKELEY, CA
(37.85220951600007, -122.28954537099997)",12/19/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001357,SUBWAY RESTAURANT,"1615 SOLANO AVE
BERKELEY, CA
(37.89114842200007, -122.28391091199995)",02/12/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0000352,SUBWAY SANDWICHES,"92 SHATTUCK SQ
BERKELEY, CA
(37.87173724500008, -122.26779481699998)",10/25/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000200,SUMMER KITCHEN,"2944 COLLEGE AVE
BERKELEY, CA
(37.857277098000054, -122.25311387599999)",02/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000772,SUNRISE DELI,"2456 BANCROFT WY
BERKELEY, CA
(37.86857291700005, -122.26022575899998)",05/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000107,SUR LA TABLE,"1808 FOURTH ST
BERKELEY, CA
(37.869810468000026, -122.30062130299996)",05/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000226,SUSHI 29,"1647 SOLANO AVE
BERKELEY, CA
(37.89116801100005, -122.28341082199995)",02/09/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000252,SUSHI CALIFORNIA,"2033 M L KING JR WY
BERKELEY, CA
(37.87125427700005, -122.27293542799998)",04/09/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000061,SUSHI KO,"64 SHATTUCK SQ
BERKELEY, CA
(37.87166679400008, -122.26779394599998)",02/17/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001462,SUSHI SECRETS,"2110 SHATTUCK AVE
BERKELEY, CA
(37.87086941500007, -122.26830440699996)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000614,SWEET ADELINE BAKERY,"3350 ADELINE ST
BERKELEY, CA
(37.84763058300007, -122.27200151199997)",11/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000220,SWEET BASIL,"1734 SOLANO AVE
BERKELEY, CA
(37.89122332100004, -122.28142774499997)",02/02/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000185,SWEET DREAMS,"2901 COLLEGE AVE
BERKELEY, CA
(37.858293411000034, -122.25313461699994)",02/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000311,SWEETHEART CAFE & TEA,"2523 DURANT AVE
BERKELEY, CA
(37.86791335800007, -122.25844152699995)",11/06/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000775,SWEET LEAF,"2468 TELEGRAPH AVE
BERKELEY, CA
(37.86562422800006, -122.25861371699995)",11/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000574,TACUBAYA,"1788 FOURTH ST
BERKELEY, CA
(37.87031977600003, -122.30078146999995)",02/25/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000382,TAI-SAN RESTAURANT,"2811 TELEGRAPH AVE
BERKELEY, CA
(37.859075810000036, -122.25924516699996)",04/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001304,TAKE 5 CAFE LLC,"3130 SACRAMENTO ST
BERKELEY, CA
(37.850802427000076, -122.27853321299995)",07/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000319,TAKO SUSHI,"2379 TELEGRAPH AVE
BERKELEY, CA
(37.86717750400004, -122.25885569599996)",12/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000990,TA KRAI HOM,"1453 DWIGHT WAY
BERKELEY, CA
(37.86218812300007, -122.28141276499997)",06/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001430,TAMON TEA,"2055 CENTER ST
BERKELEY, CA
(37.87018726400004, -122.269143268)",12/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000408,TANGERINE,"1707 SOLANO AVE
BERKELEY, CA
(37.89122793000007, -122.28238068199994)",02/02/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000374,TAQUERIA LA FAMILIA,"2971 SHATTUCK AVE
BERKELEY, CA
(37.85575493400006, -122.26654487299999)",02/18/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000402,TAQUERIA TALAVERA,"1561 SOLANO AVE
BERKELEY, CA
(37.891053826000075, -122.28551501699997)",01/08/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000396,TARA'S ORGANIC ICE CREAM,"3173 COLLEGE AVE
BERKELEY, CA
(37.85164359300006, -122.25247551199999)",02/24/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001522,TARGET EXPRESS,"2187 SHATTUCK AVE
BERKELEY, CA
(37.86962840700005, -122.26782505799997)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001286,"TASHA DE SERIO, INC.","2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",10/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001473,TASTE,"2380 TELEGRAPH AVE
BERKELEY, CA
(37.867283514000064, -122.25894326999997)",12/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001518,TASTE OF MEDITERANEAN,"2505-D HEARST AVE
BERKELEY, CA
(37.87513118100003, -122.25990386599995)",02/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000120,TASTE OF THE HIMALAYAS,"1700 SHATTUCK AVE
BERKELEY, CA
(37.87637732200005, -122.26895429399997)",12/08/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001011,T C GARDEN,"2507 HEARST AVE
BERKELEY, CA
(37.87515820800007, -122.25971299399998)",02/26/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
