CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
15019654,DOMESTIC VIOLENCE,04/04/2015 12:00:00 AM,20:54,FAMILY OFFENSE,6,06/10/2015 03:30:13 AM,"1900 M L KING JR WAY
Berkeley, CA
(37.873077187000035, -122.27320390899996)",1900 M L KING JR WAY,Berkeley,CA
15022232,BURGLARY RESIDENTIAL,04/15/2015 12:00:00 AM,23:00,BURGLARY - RESIDENTIAL,3,06/10/2015 03:30:13 AM,"2500 WOOLSEY ST
Berkeley, CA
(37.853463046000059, -122.25587474299999)",2500 WOOLSEY ST,Berkeley,CA
15022658,NARCOTICS,04/18/2015 12:00:00 AM,15:55,DRUG VIOLATION,6,06/10/2015 03:30:13 AM,"TELEGRAPH AVENUE &amp; CARLETON ST
Berkeley, CA
(37.862333102000036, -122.25882983499997)",TELEGRAPH AVENUE & CARLETON ST,Berkeley,CA
15031878,ROBBERY,06/02/2015 12:00:00 AM,23:19,ROBBERY,2,06/10/2015 03:30:10 AM,"2000 UNIVERSITY AVE
Berkeley, CA
(37.871802763000062, -122.27056633599994)",2000 UNIVERSITY AVE,Berkeley,CA
15032029,IDENTITY THEFT,05/27/2015 12:00:00 AM,00:01,FRAUD,3,06/10/2015 03:30:10 AM,"1100 JOSEPHINE ST
Berkeley, CA
(37.886380511000027, -122.27584162999995)",1100 JOSEPHINE ST,Berkeley,CA
15027035,DISTURBANCE,05/10/2015 12:00:00 AM,00:02,DISORDERLY CONDUCT,0,06/10/2015 03:30:09 AM,"1900 SHATTUCK AVE
Berkeley, CA
(37.873765099000025, -122.26862358899996)",1900 SHATTUCK AVE,Berkeley,CA
15020406,NARCOTICS,04/08/2015 12:00:00 AM,20:33,DRUG VIOLATION,3,06/10/2015 03:30:13 AM,"PARKER STREET &amp; DANA ST
Berkeley, CA
(37.863050506000036, -122.26034878299998)",PARKER STREET & DANA ST,Berkeley,CA
15024808,THEFT FELONY (OVER $950),04/29/2015 12:00:00 AM,11:10,LARCENY,3,06/10/2015 03:30:14 AM,"1700 ALCATRAZ AVE
Berkeley, CA
(37.84843851800008, -122.27348945599999)",1700 ALCATRAZ AVE,Berkeley,CA
15002257,DISTURBANCE,01/13/2015 12:00:00 AM,10:40,DISORDERLY CONDUCT,2,06/10/2015 03:30:10 AM,"EIGHTH STREET &amp; CEDAR ST
Berkeley, CA
(37.874533394000025, -122.29747664199999)",EIGHTH STREET & CEDAR ST,Berkeley,CA
15003089,BURGLARY AUTO,01/17/2015 12:00:00 AM,11:15,BURGLARY - VEHICLE,6,06/10/2015 03:30:10 AM,"2700 SHATTUCK AVE
Berkeley, CA
(37.859813271000064, -122.26744941399994)",2700 SHATTUCK AVE,Berkeley,CA
15090629,IDENTITY THEFT,04/20/2015 12:00:00 AM,16:20,FRAUD,1,06/10/2015 03:30:13 AM,"1000 EUCLID AVE
Berkeley, CA
(37.891594355000052, -122.26491324199998)",1000 EUCLID AVE,Berkeley,CA
15017074,ROBBERY,03/23/2015 12:00:00 AM,20:35,ROBBERY,1,06/10/2015 03:30:13 AM,"HOPKINS STREET &amp; MCGEE AVE
Berkeley, CA
(37.882070562000024, -122.28115792099999)",HOPKINS STREET & MCGEE AVE,Berkeley,CA
15090881,VANDALISM,06/01/2015 12:00:00 AM,14:30,VANDALISM,1,06/10/2015 03:30:10 AM,"1200 SAN PABLO AVE
Berkeley, CA
(37.882030416000077, -122.29641201699997)",1200 SAN PABLO AVE,Berkeley,CA
15090210,BURGLARY AUTO,02/03/2015 12:00:00 AM,17:40,BURGLARY - VEHICLE,2,06/10/2015 03:30:11 AM,"1300 SIXTH ST
Berkeley, CA
(37.879266563000044, -122.30135213899996)",1300 SIXTH ST,Berkeley,CA
15016934,BURGLARY AUTO,03/23/2015 12:00:00 AM,08:20,BURGLARY - VEHICLE,1,06/10/2015 03:30:13 AM,"2300 BANCROFT WAY
Berkeley, CA
(37.868192664000048, -122.26329658999998)",2300 BANCROFT WAY,Berkeley,CA
15021481,BURGLARY AUTO,04/13/2015 12:00:00 AM,13:00,BURGLARY - VEHICLE,1,06/10/2015 03:30:13 AM,"2100 WARD ST
Berkeley, CA
(37.859433018000061, -122.26667508099996)",2100 WARD ST,Berkeley,CA
15020174,FRAUD/FORGERY,04/05/2015 12:00:00 AM,12:30,FRAUD,0,06/10/2015 03:30:13 AM,"2000 ALLSTON WAY
Berkeley, CA
(37.869073007000054, -122.27006624599994)",2000 ALLSTON WAY,Berkeley,CA
14075803,MISSING JUVENILE,12/28/2014 12:00:00 AM,15:00,MISSING PERSON,0,06/10/2015 03:30:10 AM,"1500 RUSSELL ST
Berkeley, CA
(37.85489302700006, -122.27914507399998)",1500 RUSSELL ST,Berkeley,CA
15011474,THEFT FROM AUTO,02/24/2015 12:00:00 AM,23:25,LARCENY - FROM VEHICLE,2,06/10/2015 03:30:12 AM,"2200 PRINCE ST
Berkeley, CA
(37.853343208000069, -122.26395454299995)",2200 PRINCE ST,Berkeley,CA
15019370,NARCOTICS,04/02/2015 12:00:00 AM,17:53,DRUG VIOLATION,4,06/10/2015 03:30:13 AM,"KITTREDGE STREET &amp; HAROLD WAY
Berkeley, CA
(37.868311467000069, -122.26911705099997)",KITTREDGE STREET & HAROLD WAY,Berkeley,CA
15023813,BRANDISHING,04/24/2015 12:00:00 AM,13:30,WEAPONS OFFENSE,5,06/10/2015 03:30:14 AM,"ALLSTON WAY &amp; M L KING JR WAY
Berkeley, CA
(37.86877202200003, -122.27267749899994)",ALLSTON WAY & M L KING JR WAY,Berkeley,CA
15016615,BURGLARY AUTO,03/21/2015 12:00:00 AM,17:34,BURGLARY - VEHICLE,6,06/10/2015 03:30:13 AM,"1600 SIXTH ST
Berkeley, CA
(37.873996742000031, -122.29966479699999)",1600 SIXTH ST,Berkeley,CA
15021604,THEFT MISD. (UNDER $950),04/14/2015 12:00:00 AM,08:38,LARCENY,2,06/10/2015 03:30:13 AM,"3000 TELEGRAPH AVE
Berkeley, CA
(37.85546455900004, -122.25980402399995)",3000 TELEGRAPH AVE,Berkeley,CA
15090799,IDENTITY THEFT,01/15/2015 12:00:00 AM,13:50,FRAUD,4,06/10/2015 03:30:09 AM,"2500 MCGEE AVE
Berkeley, CA
(37.86268670700008, -122.27655620799999)",2500 MCGEE AVE,Berkeley,CA
15006288,VEHICLE STOLEN,01/31/2015 12:00:00 AM,18:00,MOTOR VEHICLE THEFT,6,06/10/2015 03:30:11 AM,"2000 PRINCE ST
Berkeley, CA
(37.852793570000074, -122.26797485399999)",2000 PRINCE ST,Berkeley,CA
15015108,BURGLARY RESIDENTIAL,03/11/2015 12:00:00 AM,17:00,BURGLARY - RESIDENTIAL,3,06/10/2015 03:30:12 AM,"2900 LINDEN AVE
Berkeley, CA
(37.85770221100006, -122.24977233699997)",2900 LINDEN AVE,Berkeley,CA
14075072,VEHICLE STOLEN,12/25/2014 12:00:00 AM,00:50,MOTOR VEHICLE THEFT,4,06/10/2015 03:30:09 AM,"1800 WEST ST
Berkeley, CA
(37.873289792000037, -122.28698153599998)",1800 WEST ST,Berkeley,CA
15002556,DISTURBANCE,01/14/2015 12:00:00 AM,19:27,DISORDERLY CONDUCT,3,06/10/2015 03:30:10 AM,"1600 EIGHTH ST
Berkeley, CA
(37.874439572000028, -122.29748121799997)",1600 EIGHTH ST,Berkeley,CA
15026129,FRAUD/FORGERY,05/04/2015 12:00:00 AM,20:34,FRAUD,1,06/10/2015 03:30:09 AM,"3200 SACRAMENTO ST
Berkeley, CA
(37.849412775000076, -122.27821287799998)",3200 SACRAMENTO ST,Berkeley,CA
14074118,SUSCIRC- HOMICIDE,12/19/2014 12:00:00 AM,22:25,SUSPICIOUS,5,06/10/2015 03:30:09 AM,"ASHBY AVENUE &amp; M L KING JR WAY
Berkeley, CA
(37.854291094000075, -122.27105669799994)",ASHBY AVENUE & M L KING JR WAY,Berkeley,CA
15016558,ROBBERY,03/21/2015 12:00:00 AM,11:38,ROBBERY,6,06/10/2015 03:30:13 AM,"1700 FOURTH ST
Berkeley, CA
(37.871778117000076, -122.30124167999998)",1700 FOURTH ST,Berkeley,CA
15029124,BURGLARY RESIDENTIAL,05/19/2015 12:00:00 AM,08:30,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:09 AM,"1400 FAIRVIEW ST
Berkeley, CA
(37.849294090000058, -122.27977306799994)",1400 FAIRVIEW ST,Berkeley,CA
15012673,BURGLARY RESIDENTIAL,03/02/2015 12:00:00 AM,14:30,BURGLARY - RESIDENTIAL,1,06/10/2015 03:30:12 AM,"2700 CHANNING WAY
Berkeley, CA
(37.867482858000074, -122.25404607199999)",2700 CHANNING WAY,Berkeley,CA
14074903,SEXUAL ASSAULT FEL.,12/18/2014 12:00:00 AM,23:00,SEX CRIME,4,06/10/2015 03:30:09 AM,"3000 ELLIS ST
Berkeley, CA
(37.853950998000073, -122.27323200499995)",3000 ELLIS ST,Berkeley,CA
15002204,ARSON,01/13/2015 12:00:00 AM,00:27,ARSON,2,06/10/2015 03:30:10 AM,"3000 SAN PABLO AVE
Berkeley, CA
(37.851920140000061, -122.28670173899997)",3000 SAN PABLO AVE,Berkeley,CA
15005546,NARCOTICS,01/29/2015 12:00:00 AM,12:15,DRUG VIOLATION,4,06/10/2015 03:30:11 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15008858,DISTURBANCE,02/12/2015 12:00:00 AM,17:15,DISORDERLY CONDUCT,4,06/10/2015 03:30:11 AM,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868493410000042, -122.25919331499995)",2300 TELEGRAPH AVE,Berkeley,CA
15090690,BURGLARY AUTO,04/28/2015 12:00:00 AM,17:15,BURGLARY - VEHICLE,2,06/10/2015 03:30:14 AM,"800 BOLIVAR DR
Berkeley, CA
(37.862842522000051, -122.30224814599995)",800 BOLIVAR DR,Berkeley,CA
15090735,THEFT FELONY (OVER $950),05/06/2015 12:00:00 AM,20:00,LARCENY,3,06/10/2015 03:30:09 AM,"2475 TELEGRAPH AVE
Berkeley, CA
(37.865557395000053, -122.25852614399997)",2475 TELEGRAPH AVE,Berkeley,CA
15023359,DISTURBANCE,04/21/2015 12:00:00 AM,09:00,DISORDERLY CONDUCT,2,06/10/2015 03:30:14 AM,"1600 SHATTUCK AVE
Berkeley, CA
(37.878136856000026, -122.26914442099996)",1600 SHATTUCK AVE,Berkeley,CA
15006806,DISTURBANCE,02/01/2015 12:00:00 AM,08:00,DISORDERLY CONDUCT,0,06/10/2015 03:30:11 AM,"600 UNIVERSITY AVE
Berkeley, CA
(37.866973550000068, -122.30207432999998)",600 UNIVERSITY AVE,Berkeley,CA
15020271,DISTURBANCE,04/08/2015 12:00:00 AM,08:00,DISORDERLY CONDUCT,3,06/10/2015 03:30:13 AM,"1600 FAIRVIEW ST
Berkeley, CA
(37.849983154000029, -122.27595555799996)",1600 FAIRVIEW ST,Berkeley,CA
15026388,BURGLARY AUTO,05/06/2015 12:00:00 AM,20:52,BURGLARY - VEHICLE,3,06/10/2015 03:30:09 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15009043,THEFT FROM AUTO,02/12/2015 12:00:00 AM,19:30,LARCENY - FROM VEHICLE,4,06/10/2015 03:30:11 AM,"1400 PARKER ST
Berkeley, CA
(37.860152061000065, -122.28271820299994)",1400 PARKER ST,Berkeley,CA
15002063,BURGLARY RESIDENTIAL,01/11/2015 12:00:00 AM,13:00,BURGLARY - RESIDENTIAL,0,06/10/2015 03:30:10 AM,"2700 PRINCE ST
Berkeley, CA
(37.854863068000043, -122.25254810599995)",2700 PRINCE ST,Berkeley,CA
15031513,BURGLARY COMMERCIAL,05/31/2015 12:00:00 AM,15:30,BURGLARY - COMMERCIAL,0,06/10/2015 03:30:10 AM,"3100 SACRAMENTO ST
Berkeley, CA
(37.851390151000032, -122.27866889999996)",3100 SACRAMENTO ST,Berkeley,CA
14075735,VEHICLE STOLEN,12/24/2014 12:00:00 AM,19:00,MOTOR VEHICLE THEFT,3,06/10/2015 03:30:10 AM,"1000 BANCROFT WAY
Berkeley, CA
(37.864166738000051, -122.29284969799994)",1000 BANCROFT WAY,Berkeley,CA
15029415,THEFT MISD. (UNDER $950),05/20/2015 12:00:00 AM,14:30,LARCENY,3,06/10/2015 03:30:09 AM,"2100 UNIVERSITY AVE
Berkeley, CA
(37.872098356000038, -122.26825965399996)",2100 UNIVERSITY AVE,Berkeley,CA
15090273,VANDALISM,02/14/2015 12:00:00 AM,17:45,VANDALISM,6,06/10/2015 03:30:11 AM,"2800 MILVIA ST
Berkeley, CA
(37.858118202000071, -122.26926010899996)",2800 MILVIA ST,Berkeley,CA
15025607,2ND RESPONSE,05/03/2015 12:00:00 AM,00:19,NOISE VIOLATION,0,06/10/2015 03:30:09 AM,"2300 FULTON ST
Berkeley, CA
(37.867749324000044, -122.26594724299997)",2300 FULTON ST,Berkeley,CA
14075786,DISTURBANCE,12/29/2014 12:00:00 AM,13:18,DISORDERLY CONDUCT,1,06/10/2015 03:30:10 AM,"1000 DELAWARE ST
Berkeley, CA
(37.871253125000067, -122.29502466999998)",1000 DELAWARE ST,Berkeley,CA
15008389,THEFT MISD. (UNDER $950),02/05/2015 12:00:00 AM,15:15,LARCENY,4,06/10/2015 03:30:11 AM,"2900 COLLEGE AVE
Berkeley, CA
(37.858236949000059, -122.25320375399997)",2900 COLLEGE AVE,Berkeley,CA
15001557,BURGLARY RESIDENTIAL,12/29/2014 12:00:00 AM,08:00,BURGLARY - RESIDENTIAL,1,06/10/2015 03:30:10 AM,"2400 WARRING ST
Berkeley, CA
(37.867704097000058, -122.25082313999997)",2400 WARRING ST,Berkeley,CA
15004033,DISTURBANCE,01/22/2015 12:00:00 AM,11:55,DISORDERLY CONDUCT,4,06/10/2015 03:30:10 AM,"1700 SAN PABLO AVE
Berkeley, CA
(37.873200481000026, -122.29355205399997)",1700 SAN PABLO AVE,Berkeley,CA
14073838,NARCOTICS,12/17/2014 12:00:00 AM,17:26,DRUG VIOLATION,3,06/10/2015 03:30:08 AM,"874 W. MACARTHUR BLVD
Berkeley, CA
(37.86988305400007, -122.27053687599999)",874 W. MACARTHUR BLVD,Berkeley,CA
14075791,BURGLARY AUTO,12/28/2014 12:00:00 AM,08:00,BURGLARY - VEHICLE,0,06/10/2015 03:30:10 AM,"2700 ACTON ST
Berkeley, CA
(37.85832147900004, -122.28249818699999)",2700 ACTON ST,Berkeley,CA
15090508,THEFT MISD. (UNDER $950),03/29/2015 12:00:00 AM,22:00,LARCENY,0,06/10/2015 03:30:13 AM,"1100 LAUREL ST
Berkeley, CA
(37.887780215000078, -122.26337308699999)",1100 LAUREL ST,Berkeley,CA
15090401,THEFT MISD. (UNDER $950),03/07/2015 12:00:00 AM,17:00,LARCENY,6,06/10/2015 03:30:12 AM,"Berkeley, CA
(37.86988305400007, -122.27053687599999)",,Berkeley,CA
15031226,BURGLARY AUTO,05/30/2015 12:00:00 AM,15:40,BURGLARY - VEHICLE,6,06/10/2015 03:30:09 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15003895,THEFT MISD. (UNDER $950),01/21/2015 12:00:00 AM,16:50,LARCENY,3,06/10/2015 03:30:10 AM,"1800 FOURTH ST
Berkeley, CA
(37.869879605000051, -122.30064204399997)",1800 FOURTH ST,Berkeley,CA
15019264,BURGLARY COMMERCIAL,04/02/2015 12:00:00 AM,17:30,BURGLARY - COMMERCIAL,4,06/10/2015 03:30:13 AM,"2400 FOURTH ST
Berkeley, CA
(37.861100369000042, -122.29781203999994)",2400 FOURTH ST,Berkeley,CA
15090677,THEFT MISD. (UNDER $950),04/27/2015 12:00:00 AM,10:00,LARCENY,1,06/10/2015 03:30:14 AM,"1400 KAINS AVE
Berkeley, CA
(37.878771763000032, -122.29426185999995)",1400 KAINS AVE,Berkeley,CA
15024373,ASSAULT/BATTERY MISD.,04/11/2015 12:00:00 AM,11:45,ASSAULT,6,06/10/2015 03:30:14 AM,"200 MARINA BLVD
Berkeley, CA
(37.86865472900007, -122.31315812899999)",200 MARINA BLVD,Berkeley,CA
15006506,BURGLARY AUTO,02/02/2015 12:00:00 AM,13:45,BURGLARY - VEHICLE,1,06/10/2015 03:30:11 AM,"2500 EIGHTH ST
Berkeley, CA
(37.860326214000054, -122.29294245199998)",2500 EIGHTH ST,Berkeley,CA
15025025,DISTURBANCE,04/30/2015 12:00:00 AM,11:12,DISORDERLY CONDUCT,4,06/10/2015 03:30:09 AM,"2900 GARBER ST
Berkeley, CA
(37.860882588000038, -122.24874903199998)",2900 GARBER ST,Berkeley,CA
15010642,ASSAULT/BATTERY MISD.,02/20/2015 12:00:00 AM,23:20,ASSAULT,5,06/10/2015 03:30:11 AM,"1800 BERKELEY WAY
Berkeley, CA
(37.872139402000073, -122.27522978799999)",1800 BERKELEY WAY,Berkeley,CA
15090568,THEFT MISD. (UNDER $950),04/06/2015 12:00:00 AM,20:00,LARCENY,1,06/10/2015 03:30:13 AM,"1900 CHESTNUT ST
Berkeley, CA
(37.870976577000079, -122.28821353199999)",1900 CHESTNUT ST,Berkeley,CA
15003616,ASSAULT/BATTERY MISD.,01/20/2015 12:00:00 AM,11:50,ASSAULT,2,06/10/2015 03:30:10 AM,"2400 SHATTUCK AVE
Berkeley, CA
(37.865694308000059, -122.26764102399994)",2400 SHATTUCK AVE,Berkeley,CA
15002463,BURGLARY RESIDENTIAL,01/12/2015 12:00:00 AM,23:30,BURGLARY - RESIDENTIAL,1,06/10/2015 03:30:10 AM,"2400 PRINCE ST
Berkeley, CA
(37.853709534000075, -122.25992135099995)",2400 PRINCE ST,Berkeley,CA
15090050,THEFT MISD. (UNDER $950),01/10/2015 12:00:00 AM,20:00,LARCENY,6,06/10/2015 03:30:10 AM,"1800 ALLSTON WAY
Berkeley, CA
(37.868493410000042, -122.27474566199999)",1800 ALLSTON WAY,Berkeley,CA
15090071,BURGLARY AUTO,01/13/2015 12:00:00 AM,20:00,BURGLARY - VEHICLE,2,06/10/2015 03:30:10 AM,"400 NORTHAMPTON AVE
Berkeley, CA
(37.900079907000077, -122.27206466799998)",400 NORTHAMPTON AVE,Berkeley,CA
15090150,VANDALISM,01/27/2015 12:00:00 AM,07:45,VANDALISM,2,06/10/2015 03:30:11 AM,"2900 REGENT ST
Berkeley, CA
(37.857819823000057, -122.25698439099995)",2900 REGENT ST,Berkeley,CA
15015419,ALCOHOL OFFENSE,03/16/2015 12:00:00 AM,02:05,LIQUOR LAW VIOLATION,1,06/10/2015 03:30:12 AM,"SOLANO AVENUE &amp; TULARE AVE
Berkeley, CA
(37.891201961000036, -122.28241559099996)",SOLANO AVENUE & TULARE AVE,Berkeley,CA
15016308,DOMESTIC VIOLENCE,03/20/2015 12:00:00 AM,10:31,FAMILY OFFENSE,5,06/10/2015 03:30:13 AM,"TELEGRAPH AVENUE &amp; DERBY ST
Berkeley, CA
(37.861403134000057, -122.25894940299997)",TELEGRAPH AVENUE & DERBY ST,Berkeley,CA
15090346,VANDALISM,02/25/2015 12:00:00 AM,14:40,VANDALISM,3,06/10/2015 03:30:12 AM,"800 REGAL RD
Berkeley, CA
(37.89479904600006, -122.26843498799997)",800 REGAL RD,Berkeley,CA
15090007,THEFT MISD. (UNDER $950),01/02/2015 12:00:00 AM,21:00,LARCENY,5,06/10/2015 03:30:10 AM,"Berkeley, CA
(37.86988305400007, -122.27053687599999)",,Berkeley,CA
15007748,DISTURBANCE,02/07/2015 12:00:00 AM,19:22,DISORDERLY CONDUCT,6,06/10/2015 03:30:11 AM,"1900 SIXTH ST
Berkeley, CA
(37.868922058000066, -122.29802290699996)",1900 SIXTH ST,Berkeley,CA
15028628,VEHICLE STOLEN,05/17/2015 12:00:00 AM,16:00,MOTOR VEHICLE THEFT,0,06/10/2015 03:30:09 AM,"SPRUCE STREET &amp; CEDAR ST
Berkeley, CA
(37.878864388000068, -122.26572931099997)",SPRUCE STREET & CEDAR ST,Berkeley,CA
15090231,THEFT MISD. (UNDER $950),01/27/2015 12:00:00 AM,10:40,LARCENY,2,06/10/2015 03:30:11 AM,"2500 NINTH ST
Berkeley, CA
(37.86055649900004, -122.29183113999994)",2500 NINTH ST,Berkeley,CA
15008069,2ND RESPONSE,02/07/2015 12:00:00 AM,23:48,NOISE VIOLATION,6,06/10/2015 03:30:11 AM,"2200 PARKER ST
Berkeley, CA
(37.862463519000073, -122.26458599399996)",2200 PARKER ST,Berkeley,CA
15001745,THEFT MISD. (UNDER $950),01/10/2015 12:00:00 AM,13:20,LARCENY,6,06/10/2015 03:30:10 AM,"2000 SAN PABLO AVE
Berkeley, CA
(37.868801069000028, -122.29215203199999)",2000 SAN PABLO AVE,Berkeley,CA
15030991,FRAUD/FORGERY,05/17/2015 12:00:00 AM,12:00,FRAUD,0,06/10/2015 03:30:09 AM,"1400 ADDISON ST
Berkeley, CA
(37.869143297000051, -122.28392589199996)",1400 ADDISON ST,Berkeley,CA
15021752,ASSAULT/BATTERY FEL.,04/14/2015 12:00:00 AM,18:25,ASSAULT,2,06/10/2015 03:30:13 AM,"1900 SHATTUCK AVE
Berkeley, CA
(37.873765099000025, -122.26862358899996)",1900 SHATTUCK AVE,Berkeley,CA
15020744,BURGLARY AUTO,04/09/2015 12:00:00 AM,14:00,BURGLARY - VEHICLE,4,06/10/2015 03:30:13 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15019402,NARCOTICS,04/03/2015 12:00:00 AM,19:21,DRUG VIOLATION,5,06/10/2015 03:30:13 AM,"1600 RUSSELL ST
Berkeley, CA
(37.85524261900008, -122.27709831499999)",1600 RUSSELL ST,Berkeley,CA
15090170,VANDALISM,01/28/2015 12:00:00 AM,11:25,VANDALISM,3,06/10/2015 03:30:11 AM,"800 REGAL RD
Berkeley, CA
(37.89479904600006, -122.26843498799997)",800 REGAL RD,Berkeley,CA
15090661,BURGLARY AUTO,04/24/2015 12:00:00 AM,17:30,BURGLARY - VEHICLE,5,06/10/2015 03:30:14 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15028437,THEFT MISD. (UNDER $950),05/16/2015 12:00:00 AM,19:00,LARCENY,6,06/10/2015 03:30:09 AM,"1600 SHATTUCK AVE
Berkeley, CA
(37.878136856000026, -122.26914442099996)",1600 SHATTUCK AVE,Berkeley,CA
15017139,BURGLARY RESIDENTIAL,03/24/2015 12:00:00 AM,05:30,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:13 AM,"2300 PARKER ST
Berkeley, CA
(37.862729675000026, -122.26249799999999)",2300 PARKER ST,Berkeley,CA
15032497,BURGLARY AUTO,06/05/2015 12:00:00 AM,15:45,BURGLARY - VEHICLE,5,06/10/2015 03:30:10 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15031509,THEFT FELONY (OVER $950),05/31/2015 12:00:00 AM,23:00,LARCENY,0,06/10/2015 03:30:10 AM,"1800 FIFTH ST
Berkeley, CA
(37.870190721000029, -122.29964186299998)",1800 FIFTH ST,Berkeley,CA
15025576,THEFT MISD. (UNDER $950),05/02/2015 12:00:00 AM,08:00,LARCENY,6,06/10/2015 03:30:09 AM,"2100 MCKINLEY AVE
Berkeley, CA
(37.870205700000042, -122.27407388199998)",2100 MCKINLEY AVE,Berkeley,CA
15016360,THEFT FROM AUTO,03/17/2015 12:00:00 AM,22:00,LARCENY - FROM VEHICLE,2,06/10/2015 03:30:12 AM,"2400 TENTH ST
Berkeley, CA
(37.862479651000058, -122.29127168799999)",2400 TENTH ST,Berkeley,CA
15090045,BURGLARY AUTO,01/10/2015 12:00:00 AM,22:20,BURGLARY - VEHICLE,6,06/10/2015 03:30:10 AM,"ADDISON ST
Berkeley, CA
(37.86678687400007, -122.29687842499999)",ADDISON ST,Berkeley,CA
14072963,GUN/WEAPON,12/13/2014 12:00:00 AM,00:37,WEAPONS OFFENSE,6,06/10/2015 03:30:08 AM,"OXFORD STREET &amp; VIRGINIA ST
Berkeley, CA
(37.876871599000026, -122.26665927899995)",OXFORD STREET & VIRGINIA ST,Berkeley,CA
15031984,DISTURBANCE,06/03/2015 12:00:00 AM,13:15,DISORDERLY CONDUCT,3,06/10/2015 03:30:10 AM,"3000 TELEGRAPH AVE
Berkeley, CA
(37.85546455900004, -122.25980402399995)",3000 TELEGRAPH AVE,Berkeley,CA
15012569,VEHICLE STOLEN,03/01/2015 12:00:00 AM,18:00,MOTOR VEHICLE THEFT,0,06/10/2015 03:30:12 AM,"2100 EMERSON ST
Berkeley, CA
(37.854509522000058, -122.26629775099997)",2100 EMERSON ST,Berkeley,CA
15029896,DISTURBANCE,05/24/2015 12:00:00 AM,04:00,DISORDERLY CONDUCT,0,06/10/2015 03:30:09 AM,"HILLEGASS AVENUE &amp; DERBY ST
Berkeley, CA
(37.861620126000048, -122.25612849999999)",HILLEGASS AVENUE & DERBY ST,Berkeley,CA
15029382,GUN/WEAPON,05/21/2015 12:00:00 AM,15:54,WEAPONS OFFENSE,4,06/10/2015 03:30:09 AM,"2200 BONAR ST
Berkeley, CA
(37.866858946000036, -122.28694453599996)",2200 BONAR ST,Berkeley,CA
15013701,VEHICLE STOLEN,03/07/2015 12:00:00 AM,15:10,MOTOR VEHICLE THEFT,6,06/10/2015 03:30:12 AM,"2000 OREGON ST
Berkeley, CA
(37.857299135000062, -122.26900798699995)",2000 OREGON ST,Berkeley,CA
15024434,DISTURBANCE,04/07/2015 12:00:00 AM,09:00,DISORDERLY CONDUCT,2,06/10/2015 03:30:14 AM,"2000 ADDISON ST
Berkeley, CA
(37.870850479000069, -122.27050913599999)",2000 ADDISON ST,Berkeley,CA
15029325,THEFT FROM AUTO,05/18/2015 12:00:00 AM,09:00,LARCENY - FROM VEHICLE,1,06/10/2015 03:30:09 AM,"1300 JOSEPHINE ST
Berkeley, CA
(37.883019320000074, -122.27542079399996)",1300 JOSEPHINE ST,Berkeley,CA
15017066,BURGLARY AUTO,03/23/2015 12:00:00 AM,19:56,BURGLARY - VEHICLE,1,06/10/2015 03:30:13 AM,"1300 SAN PABLO AVE
Berkeley, CA
(37.880220182000073, -122.29582204899998)",1300 SAN PABLO AVE,Berkeley,CA
15022168,ROBBERY,04/08/2015 12:00:00 AM,00:33,ROBBERY,3,06/10/2015 03:30:13 AM,"WARRING STREET &amp; DWIGHT WAY
Berkeley, CA
(37.865942263000079, -122.25045569599996)",WARRING STREET & DWIGHT WAY,Berkeley,CA
15002918,BURGLARY RESIDENTIAL,01/06/2015 12:00:00 AM,05:55,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:10 AM,"2400 JEFFERSON AVE
Berkeley, CA
(37.864217292000035, -122.27798357399996)",2400 JEFFERSON AVE,Berkeley,CA
15090687,BURGLARY RESIDENTIAL,04/27/2015 12:00:00 AM,22:00,BURGLARY - RESIDENTIAL,1,06/10/2015 03:30:14 AM,"2200 CHANNING WAY
Berkeley, CA
(37.866017897000063, -122.26550080099997)",2200 CHANNING WAY,Berkeley,CA
15010816,THEFT MISD. (UNDER $950),02/20/2015 12:00:00 AM,00:00,LARCENY,5,06/10/2015 03:30:12 AM,"1600 FAIRVIEW ST
Berkeley, CA
(37.849983154000029, -122.27595555799996)",1600 FAIRVIEW ST,Berkeley,CA
