Academic Yr,Semester Nm,Instructional Format Nm,Course Subject Short Nm,Enrollment Cnt,Offerings,EnrollPerOff,NA,Units
2014-15,Spring,Seminar,Geography,38,6,6.333333333,171,152
2004-05,Spring,Seminar,German,50,6,8.333333333,171,152
2013-14,Spring,Lecture,Greek,33,5,6.6,171,152
2010-11,Summer,Lecture,Interdisciplinary Studies,38,3,12.66666667,171,152
2008-09,Fall,Seminar,International & Area Stds,38,3,12.66666667,171,152
2014-15,Fall,Group,International & Area Stds,83,9,9.222222222,171,152
2003-04,Spring,Recitation,Linguistics,38,1,38,171,152
2011-12,Fall,Seminar,Music,38,7,5.428571429,171,152
2006-07,Fall,Seminar,Native American Studies,38,2,19,171,152
2011-12,Summer,Lecture,Near Eastern Studies,42,4,10.5,171,152
2004-05,Spring,Seminar,Peace & Conflict Studies,38,1,38,171,152
2005-06,Fall,Laboratory,Plant Biology,96,8,12,171,152
2003-04,Fall,Lecture,Turkish,36,3,12,171,152
2006-07,Summer,Laboratory,Physical Education,303,21,14.42857143,171,151.5
2012-13,Spring,Seminar,Business Admin-MBA,151,5,30.2,171,151
2015-16,Fall,Lecture,Design Innovation,61,3,20.33333333,171,151
2003-04,Spring,Seminar,Environmental Sciences,59,3,19.66666667,171,151
2005-06,Fall,Group,Ethnic Studies,74,16,4.625,171,151
2013-14,Fall,Fieldwork,Ethnic Studies,85,13,6.538461538,171,151
2003-04,Fall,Seminar,French,52,6,8.666666667,171,151
2014-15,Spring,Seminar,Grad Professional Dev Pgm,97,4,24.25,171,151
2011-12,Spring,Workshop,Journalism,132,12,11,171,151
2015-16,Spring,Seminar,Landscape Arch & Env Plan,66,7,9.428571429,171,151
2015-16,Fall,Discussion,Mathematics,151,8,18.875,171,151
2010-11,Fall,Seminar,Mechanical Engineering,84,2,42,171,151
2015-16,Fall,Seminar,Slavic Languages & Lit,53,4,13.25,171,151
2013-14,Spring,Seminar,South & SE Asian Studies,62,5,12.4,171,151
2008-09,Spring,Seminar,African American Studies,41,5,8.2,171,150
2007-08,Summer,Lecture,Arabic,15,1,15,171,150
2011-12,Summer,Lecture,Arabic,15,1,15,171,150
2008-09,Fall,Group,Civil & Environmental Eng,90,9,10,171,150
2015-16,Spring,Discussion,Computer Science,75,1,75,171,150
2012-13,Summer,Lecture,Dutch,25,1,25,171,150
2013-14,Summer,Lecture,Dutch,25,1,25,171,150
2015-16,Spring,Group,Electrical Engineering,107,11,9.727272727,171,150
2007-08,Summer,Recitation,French,15,1,15,171,150
2006-07,Summer,Lecture,Hindi-Urdu,15,1,15,171,150
2011-12,Summer,Lecture,Hindi-Urdu,15,1,15,171,150
2011-12,Spring,Lecture,Hindi-Urdu,34,8,4.25,171,150
2006-07,Spring,Group,Italian Studies,75,2,37.5,171,150
2015-16,Spring,Workshop,Journalism,100,8,12.5,171,150
2015-16,Fall,Seminar,Linguistics,71,13,5.461538462,171,150
2010-11,Summer,Studio,Music,75,3,25,171,150
2010-11,Summer,Lecture,Persian,15,1,15,171,150
2014-15,Spring,Seminar,Rhetoric,72,9,8,171,150
2014-15,Spring,Seminar,South & SE Asian Studies,62,6,10.33333333,171,150
2013-14,Spring,Discussion,UGIS-UG Interdisc Studies,75,4,18.75,171,150
2015-16,Spring,Group,Art Practice,85,8,10.625,171,149
2010-11,Fall,Group,Cognitive Science,94,7,13.42857143,171,149
2007-08,Spring,Seminar,Linguistics,74,12,6.166666667,171,149
2007-08,Fall,Group,Mechanical Engineering,75,5,15,171,149
2014-15,Fall,Lecture,Sanskrit,31,3,10.33333333,171,149
2013-14,Spring,Group,Architecture,100,10,10,171,148
2014-15,Spring,Web-Based Lecture,Art Practice,37,1,37,171,148
2007-08,Spring,Lecture,Asian Studies,37,1,37,171,148
2010-11,Summer,Lecture,Astronomy,37,1,37,171,148
2015-16,Spring,Group,Astronomy,95,5,19,171,148
2009-10,Fall,Group,Computer Science,83,8,10.375,171,148
2006-07,Fall,Lecture,Dutch,36,4,9,171,148
2015-16,Summer,Lecture,Engineering,37,1,37,171,148
2013-14,Fall,Laboratory,"Env Sci, Policy, & Mgmt",128,21,6.095238095,171,148
2011-12,Spring,Seminar,Ethnic Studies Grad Group,37,5,7.4,171,148
2014-15,Fall,Lecture,FPF-Classics,37,1,37,171,148
2008-09,Fall,Group,Geography,74,4,18.5,171,148
2010-11,Spring,Seminar,Grad Professional Dev Pgm,74,2,37,171,148
2010-11,Fall,Seminar,Italian Studies,41,5,8.2,171,148
2003-04,Fall,Seminar,Linguistics,79,8,9.875,171,148
2005-06,Fall,Recitation,Linguistics,37,1,37,171,148
2013-14,Fall,Seminar,Mechanical Engineering,89,4,22.25,171,148
2005-06,Fall,Seminar,Middle Eastern Studies,37,1,37,171,148
2008-09,Spring,Lecture,Military Science,75,5,15,171,148
2003-04,Spring,Seminar,Music,46,7,6.571428571,171,148
2007-08,Spring,Group,Optometry,74,1,74,171,148
2015-16,Fall,Discussion,Philosophy,133,8,16.625,171,148
2014-15,Fall,Group,Political Science,84,7,12,171,148
2013-14,Fall,Group,Rhetoric,74,2,37,171,148
2004-05,Spring,Lecture,South & SE Asian Studies,37,2,18.5,171,148
2006-07,Spring,Lecture,Southeast Asian,37,1,37,171,148
2005-06,Spring,Seminar,African American Studies,43,3,14.33333333,171,147
2006-07,Spring,Lecture,Arabic,49,4,12.25,171,147
2012-13,Fall,Group,Chicano Studies,88,11,8,171,147
2007-08,Spring,Group,Civil & Environmental Eng,76,7,10.85714286,171,147
2012-13,Fall,Group,Ethnic Studies,83,8,10.375,171,147
2011-12,Spring,Seminar,Grad Professional Dev Pgm,85,4,21.25,171,147
2013-14,Spring,Seminar,Grad Professional Dev Pgm,92,4,23,171,147
2014-15,Spring,Seminar,Spanish,45,5,9,171,147
2014-15,Spring,Seminar,Statistics,43,4,10.75,171,147
2015-16,Fall,Seminar,American Studies,40,4,10,171,146
2012-13,Fall,Group,Asian Studies,75,8,9.375,171,146
2013-14,Spring,Group,Chemistry,98,6,16.33333333,171,146
2015-16,Spring,Laboratory,Chemistry,73,1,73,171,146
2007-08,Fall,Group,Classics,72,4,18,171,146
2011-12,Fall,Seminar,Classics,50,5,10,171,146
2003-04,Spring,Fieldwork,Ethnic Studies,86,12,7.166666667,171,146
2013-14,Spring,Group,Geography,73,7,10.42857143,171,146
2013-14,Spring,Seminar,Geography,41,4,10.25,171,146
2012-13,Spring,Seminar,Grad Professional Dev Pgm,90,4,22.5,171,146
2009-10,Spring,Group,History,73,3,24.33333333,171,146
2015-16,Fall,Seminar,Letters & Science,73,7,10.42857143,171,146
2005-06,Spring,Seminar,Linguistics,95,14,6.785714286,171,146
2007-08,Spring,Seminar,Materials Science & Eng,120,21,5.714285714,171,146
2014-15,Fall,Discussion,Mathematics,146,8,18.25,171,146
2008-09,Fall,Group,Psychology,73,6,12.16666667,171,146
2009-10,Fall,Group,Social Welfare,86,5,17.2,171,146
2015-16,Spring,Seminar,Theater Dance & Perf Stds,48,7,6.857142857,171,146
2011-12,Fall,Fieldwork,Asian American Studies,96,26,3.692307692,171,145
2015-16,Spring,Group,College Writing Programs,85,5,17,171,145
2005-06,Spring,Seminar,Earth & Planetary Science,75,5,15,171,145
2013-14,Spring,Seminar,Energy and Resources,50,4,12.5,171,145
2012-13,Spring,Seminar,German,37,5,7.4,171,145
2011-12,Fall,Recitation,Hebrew,29,2,14.5,171,145
2011-12,Spring,Seminar,Industrial Eng & Ops Rsch,70,3,23.33333333,171,145
2009-10,Fall,Seminar,Linguistics,85,10,8.5,171,145
2008-09,Fall,Lecture,Malay/Indonesian,29,2,14.5,171,145
2003-04,Spring,Seminar,Materials Science & Eng,128,15,8.533333333,171,145
2009-10,Spring,Seminar,Media Studies,37,2,18.5,171,145
2012-13,Fall,Lecture,Punjabi,29,3,9.666666667,171,145
2007-08,Spring,Seminar,Spanish,60,8,7.5,171,145
2005-06,Summer,Fieldwork,Anthropology,24,1,24,171,144
2008-09,Summer,Fieldwork,Anthropology,24,2,12,171,144
2010-11,Fall,Fieldwork,Business Admin-MBA,12,1,12,171,144
2014-15,Fall,Group,Chemistry,110,6,18.33333333,171,144
2015-16,Fall,Group,College Writing Programs,82,5,16.4,171,144
2008-09,Fall,Seminar,Energy and Resources,48,5,9.6,171,144
2007-08,Summer,Lecture,Health & Medical Sciences,32,2,16,171,144
2009-10,Summer,Lecture,Health & Medical Sciences,32,2,16,171,144
2010-11,Summer,Lecture,Health & Medical Sciences,32,2,16,171,144
2011-12,Summer,Lecture,Health & Medical Sciences,32,2,16,171,144
2012-13,Summer,Lecture,Health & Medical Sciences,32,2,16,171,144
2014-15,Summer,Lecture,Health & Medical Sciences,32,2,16,171,144
2015-16,Summer,Lecture,Health & Medical Sciences,32,2,16,171,144
2006-07,Fall,Lecture,LGBT Studies,36,2,18,171,144
2003-04,Fall,Seminar,Landscape Arch & Env Plan,68,5,13.6,171,144
2003-04,Fall,Seminar,Materials Science & Eng,113,15,7.533333333,171,144
2011-12,Summer,Workshop,Mathematics,72,1,72,171,144
2007-08,Fall,Seminar,Mechanical Engineering,64,2,32,171,144
2015-16,Spring,Laboratory,Nutritional Science & Tox,36,2,18,171,144
2015-16,Spring,Seminar,Peace & Conflict Studies,36,3,12,171,144
2005-06,Fall,Workshop,Portuguese,72,3,24,171,144
2004-05,Fall,Lecture,South & SE Asian Studies,36,2,18,171,144
2011-12,Spring,Lecture,Southeast Asian,36,1,36,171,144
2007-08,Summer,Lecture,Theater Dance & Perf Stds,36,2,18,171,144
2012-13,Summer,Studio,Theater Dance & Perf Stds,48,3,16,171,144
2012-13,Summer,Studio,Visual Studies,48,3,16,171,144
2008-09,Spring,Group,Chicano Studies,63,4,15.75,171,143
2007-08,Spring,Seminar,Classics,71,7,10.14285714,171,143
2010-11,Fall,Seminar,Ethnic Studies,37,7,5.285714286,171,143
2007-08,Spring,Fieldwork,Evening & Weekend MBA,61,4,15.25,171,143
2011-12,Spring,Seminar,German,47,7,6.714285714,171,143
2014-15,Fall,Seminar,German,54,7,7.714285714,171,143
2008-09,Spring,Seminar,Landscape Arch & Env Plan,68,8,8.5,171,143
2004-05,Fall,Laboratory,Plant Biology,89,7,12.71428571,171,143
2005-06,Fall,Group,Public Health,69,7,9.857142857,171,143
2014-15,Spring,Group,Engineering,142,4,35.5,171,142
2004-05,Spring,Seminar,Environmental Sciences,54,2,27,171,142
2009-10,Fall,Seminar,Environmental Sciences,60,3,20,171,142
2006-07,Spring,Workshop,Journalism,98,7,14,171,142
2004-05,Spring,Seminar,Music,40,6,6.666666667,171,142
2008-09,Spring,Lecture,New Media,40,6,6.666666667,171,142
2010-11,Spring,Lecture,New Media,37,4,9.25,171,142
2006-07,Spring,Group,Nutritional Science & Tox,97,8,12.125,171,142
2003-04,Fall,Seminar,Slavic Languages & Lit,46,4,11.5,171,142
2010-11,Spring,Seminar,Spanish,49,7,7,171,142
2007-08,Spring,Group,Statistics,70,6,11.66666667,171,142
2014-15,Fall,Lecture,Arabic,47,3,15.66666667,171,141
2010-11,Spring,Group,Cognitive Science,93,10,9.3,171,141
2014-15,Spring,Lecture,Dutch,43,4,10.75,171,141
2008-09,Fall,Seminar,Environmental Sciences,59,3,19.66666667,171,141
2011-12,Fall,Seminar,French,51,5,10.2,171,141
2004-05,Fall,Seminar,Legal Studies,38,2,19,171,141
2005-06,Fall,Laboratory,Mechanical Engineering,47,2,23.5,171,141
2005-06,Fall,Group,Music,70,6,11.66666667,171,141
2015-16,Fall,Seminar,Philosophy,48,11,4.363636364,171,141
2014-15,Summer,Fieldwork,Social Welfare,63,6,10.5,171,141
2004-05,Spring,Seminar,South & SE Asian Studies,55,5,11,171,141
2011-12,Summer,Seminar,African American Studies,35,2,17.5,171,140
2013-14,Summer,Seminar,African American Studies,35,2,17.5,171,140
2007-08,Spring,Group,Anthropology,49,2,24.5,171,140
2004-05,Fall,Seminar,Classics,41,5,8.2,171,140
2011-12,Fall,Seminar,Environmental Design,40,2,20,171,140
2005-06,Fall,Seminar,Environmental Sciences,58,2,29,171,140
2006-07,Spring,Seminar,Ethnic Studies Grad Group,35,4,8.75,171,140
2015-16,Fall,Lecture,FPF-Gender & Womens Stds,35,1,35,171,140
2004-05,Summer,Recitation,French,14,1,14,171,140
2013-14,Fall,Seminar,Gender & Womens Studies,35,1,35,171,140
2014-15,Fall,Seminar,Gender & Womens Studies,35,2,17.5,171,140
2003-04,Fall,Lecture,Hebrew,36,6,6,171,140
2009-10,Fall,Recitation,Hebrew,28,2,14,171,140
2010-11,Summer,Lecture,Hindi-Urdu,14,1,14,171,140
2004-05,Spring,Fieldwork,Integrative Biology,70,1,70,171,140
2013-14,Summer,Lecture,Korean,14,1,14,171,140
2007-08,Fall,Lecture,LGBT Studies,35,2,17.5,171,140
2005-06,Spring,Recitation,Linguistics,35,1,35,171,140
2009-10,Spring,Recitation,Linguistics,35,5,7,171,140
2009-10,Spring,Seminar,Music,35,9,3.888888889,171,140
2011-12,Spring,Lecture,New Media,57,5,11.4,171,140
2012-13,Spring,Lecture,New Media,48,4,12,171,140
2015-16,Fall,Recitation,Persian,28,2,14,171,140
2003-04,Fall,Workshop,Portuguese,70,3,23.33333333,171,140
2011-12,Spring,Group,Psychology,73,9,8.111111111,171,140
2009-10,Fall,Seminar,Slavic Languages & Lit,48,4,12,171,140
2006-07,Spring,Seminar,South & SE Asian Studies,51,5,10.2,171,140
2015-16,Summer,Lecture,South & SE Asian Studies,35,2,17.5,171,140
2012-13,Spring,Lecture,Southeast Asian,35,2,17.5,171,140
2015-16,Spring,Lecture,Business Admin-PhD,65,9,7.222222222,171,139
2006-07,Spring,Seminar,Classics,71,7,10.14285714,171,139
2007-08,Spring,Group,Classics,74,6,12.33333333,171,139
2014-15,Summer,Fieldwork,Computer Science,119,5,23.8,171,139
2006-07,Fall,Group,Electrical Engineering,82,4,20.5,171,139
2014-15,Summer,Group,Environmental Design,46,3,15.33333333,171,139
2006-07,Fall,Seminar,Environmental Sciences,61,3,20.33333333,171,139
2014-15,Spring,Seminar,Ethnic Studies,46,4,11.5,171,139
2008-09,Spring,Seminar,Grad Professional Dev Pgm,76,3,25.33333333,171,139
2005-06,Fall,Seminar,Italian Studies,44,5,8.8,171,139
2011-12,Fall,Seminar,Landscape Arch & Env Plan,65,5,13,171,139
2008-09,Fall,Seminar,Mechanical Engineering,62,3,20.66666667,171,139
2008-09,Spring,Lecture,Middle Eastern Studies,41,3,13.66666667,171,139
2015-16,Fall,Laboratory,Nutritional Science & Tox,58,4,14.5,171,139
2013-14,Fall,Seminar,Spanish,38,4,9.5,171,139
2003-04,Fall,Studio,Visual Studies,35,2,17.5,171,139
2012-13,Fall,Seminar,Chicano Studies,44,2,22,171,138.5
2014-15,Fall,Seminar,Media Studies,45,3,15,171,138.5
2013-14,Spring,Seminar,UGIS-UG Interdisc Studies,54,5,10.8,171,138.5
2011-12,Fall,Lecture,Arabic,46,4,11.5,171,138
2014-15,Fall,Group,Asian Studies,78,8,9.75,171,138
2011-12,Fall,Fieldwork,Berk-Columbia Exec MBA,46,3,15.33333333,171,138
2006-07,Fall,Group,Chemistry,114,8,14.25,171,138
2008-09,Spring,Fieldwork,Chicano Studies,99,11,9,171,138
2013-14,Fall,Group,Chicano Studies,86,11,7.818181818,171,138
2014-15,Spring,Group,College Writing Programs,71,4,17.75,171,138
2004-05,Fall,Group,Comparative Literature,69,4,17.25,171,138
2010-11,Summer,Lecture,Comparative Literature,43,3,14.33333333,171,138
2011-12,Summer,Lecture,Dutch,23,1,23,171,138
2014-15,Summer,Lecture,Dutch,23,1,23,171,138
2015-16,Summer,Lecture,Dutch,23,1,23,171,138
2009-10,Spring,Seminar,Environmental Sciences,56,3,18.66666667,171,138
2013-14,Spring,Seminar,Info Mgmt & Systems,51,5,10.2,171,138
2008-09,Fall,Seminar,Italian Studies,39,4,9.75,171,138
2005-06,Spring,Seminar,Middle Eastern Studies,57,2,28.5,171,138
2004-05,Fall,Lecture,Physical Education,63,2,31.5,171,138
2007-08,Summer,Laboratory,Physical Education,276,22,12.54545455,171,138
2008-09,Summer,Lecture,Portuguese,23,1,23,171,138
2005-06,Fall,Lecture,Sanskrit,29,3,9.666666667,171,138
2005-06,Fall,Seminar,Slavic Languages & Lit,48,4,12,171,138
2004-05,Fall,Seminar,South & SE Asian Studies,54,3,18,171,138
2014-15,Fall,Seminar,South & SE Asian Studies,44,5,8.8,171,138
2013-14,Spring,Group,Asian Studies,79,8,9.875,171,137
2003-04,Fall,Session,Earth & Planetary Science,67,1,67,171,137
2003-04,Fall,Seminar,Energy and Resources,51,5,10.2,171,137
2015-16,Spring,Seminar,Energy and Resources,51,5,10.2,171,137
2005-06,Spring,Seminar,French,47,6,7.833333333,171,137
2011-12,Fall,Group,Geography,76,9,8.444444444,171,137
2006-07,Spring,Seminar,German,49,7,7,171,137
2007-08,Fall,Seminar,Linguistics,70,9,7.777777778,171,137
2003-04,Fall,Lecture,Naval Science,51,4,12.75,171,137
2008-09,Fall,Discussion,Peace & Conflict Studies,137,1,137,171,137
2008-09,Fall,Recitation,African American Studies,34,4,8.5,171,136
2015-16,Summer,Seminar,African American Studies,34,2,17,171,136
2012-13,Spring,Web-Based Lecture,Art Practice,34,1,34,171,136
2007-08,Fall,Group,Asian Studies,81,10,8.1,171,136
2006-07,Spring,Seminar,Astronomy,91,9,10.11111111,171,136
2012-13,Spring,Lecture,Development Practice,50,3,16.66666667,171,136
2005-06,Spring,Lecture,East Asian Languages,34,2,17,171,136
2009-10,Fall,Seminar,Engineering,82,5,16.4,171,136
2010-11,Fall,Seminar,Environmental Design,39,2,19.5,171,136
2015-16,Fall,Seminar,Environmental Design,52,4,13,171,136
2007-08,Fall,Seminar,Environmental Sciences,58,3,19.33333333,171,136
2009-10,Fall,Fieldwork,Environmental Sciences,136,1,136,171,136
2006-07,Fall,Seminar,Film,41,4,10.25,171,136
2008-09,Fall,Group,Gender & Womens Studies,68,4,17,171,136
2004-05,Fall,Group,Health & Medical Sciences,68,7,9.714285714,171,136
2012-13,Fall,Group,Health & Medical Sciences,70,5,14,171,136
2013-14,Fall,Lecture,Health & Medical Sciences,50,3,16.66666667,171,136
2014-15,Spring,Lecture,Health & Medical Sciences,62,4,15.5,171,136
2015-16,Spring,Group,Info Mgmt & Systems,76,15,5.066666667,171,136
2004-05,Fall,Seminar,Italian Studies,39,4,9.75,171,136
2012-13,Summer,Lecture,Korean,16,2,8,171,136
2005-06,Fall,Seminar,Landscape Arch & Env Plan,54,5,10.8,171,136
2015-16,Spring,Lecture,Latin American Studies,34,5,6.8,171,136
2015-16,Spring,Discussion,Mathematics,136,8,17,171,136
2012-13,Fall,Laboratory,Molecular & Cell Biology,42,3,14,171,136
2015-16,Fall,Seminar,Music,34,6,5.666666667,171,136
2011-12,Fall,Seminar,Native American Studies,34,2,17,171,136
2015-16,Fall,Seminar,Native American Studies,34,2,17,171,136
2008-09,Summer,Lecture,Near Eastern Studies,34,2,17,171,136
2014-15,Spring,Seminar,Peace & Conflict Studies,34,3,11.33333333,171,136
2012-13,Spring,Lecture,Physical Education,68,1,68,171,136
2009-10,Fall,Workshop,Portuguese,68,3,22.66666667,171,136
2008-09,Fall,Lecture,Southeast Asian,34,1,34,171,136
2013-14,Summer,Group,Statistics,68,1,68,171,136
2013-14,Spring,Lecture,Arabic,45,4,11.25,171,135
2015-16,Fall,Group,Asian Studies,75,6,12.5,171,135
2011-12,Fall,Seminar,Astronomy,87,10,8.7,171,135
2004-05,Spring,Seminar,Business Admin-MBA,135,5,27,171,135
2013-14,Fall,Seminar,Classics,54,6,9,171,135
2005-06,Spring,Group,Ethnic Studies,74,12,6.166666667,171,135
2012-13,Fall,Seminar,French,36,7,5.142857143,171,135
2008-09,Summer,Lecture,Health & Medical Sciences,30,2,15,171,135
2013-14,Summer,Lecture,Health & Medical Sciences,30,2,15,171,135
2003-04,Fall,Recitation,Hebrew,27,2,13.5,171,135
2004-05,Fall,Lecture,Malay/Indonesian,27,2,13.5,171,135
2010-11,Spring,Group,Nutritional Science & Tox,93,10,9.3,171,135
2005-06,Spring,Seminar,Philosophy,45,7,6.428571429,171,135
2004-05,Spring,Lecture,Physical Education,54,4,13.5,171,135
2015-16,Spring,Lecture,Physical Education,45,3,15,171,135
2010-11,Spring,Lecture,Punjabi,27,2,13.5,171,135
2014-15,Fall,Lecture,Punjabi,27,2,13.5,171,135
2015-16,Fall,Lecture,Punjabi,27,2,13.5,171,135
2013-14,Fall,Lecture,Sanskrit,28,3,9.333333333,171,135
2011-12,Spring,Seminar,South & SE Asian Studies,54,7,7.714285714,171,135
2006-07,Spring,Group,Spanish,92,3,30.66666667,171,135
2009-10,Fall,Group,Spanish,66,6,11,171,135
2003-04,Fall,Session,Theater Dance & Perf Stds,45,3,15,171,135
2003-04,Spring,Session,Theater Dance & Perf Stds,45,3,15,171,135
2004-05,Fall,Lecture,Turkish,31,3,10.33333333,171,135
2012-13,Spring,Fieldwork,Asian American Studies,94,21,4.476190476,171,134
2012-13,Spring,Laboratory,Bioengineering,46,6,7.666666667,171,134
2013-14,Fall,Group,Bioengineering,46,18,2.555555556,171,134
2010-11,Fall,Fieldwork,Chicano Studies,84,13,6.461538462,171,134
2013-14,Summer,Seminar,Education,50,3,16.66666667,171,134
2015-16,Fall,Seminar,Gender & Womens Studies,50,2,25,171,134
2008-09,Fall,Group,Jewish Studies,78,4,19.5,171,134
2011-12,Fall,Seminar,Philosophy,57,8,7.125,171,134
2005-06,Summer,Laboratory,Physical Education,268,22,12.18181818,171,134
2008-09,Fall,Workshop,Portuguese,67,3,22.33333333,171,134
2012-13,Fall,Workshop,Portuguese,67,3,22.33333333,171,134
2011-12,Spring,Group,Rhetoric,67,6,11.16666667,171,134
2012-13,Fall,Group,Sociology,82,9,9.111111111,171,134
2004-05,Fall,Group,Statistics,81,5,16.2,171,134
2011-12,Fall,Group,Chicano Studies,55,4,13.75,171,133
2009-10,Spring,Group,City & Regional Planning,76,6,12.66666667,171,133
2015-16,Summer,Seminar,Law,140,10,14,171,133
2011-12,Spring,Seminar,Linguistics,72,11,6.545454545,171,133
2009-10,Spring,Group,Mechanical Engineering,81,16,5.0625,171,133
2008-09,Summer,Lecture,New Media,36,4,9,171,133
2015-16,Spring,Seminar,Philosophy,46,7,6.571428571,171,133
2005-06,Spring,Lecture,Physical Education,53,3,17.66666667,171,133
2004-05,Spring,Seminar,Spanish,49,7,7,171,133
2010-11,Summer,Seminar,African American Studies,33,2,16.5,171,132
2014-15,Spring,Fieldwork,Asian American Studies,88,21,4.19047619,171,132
2013-14,Spring,Lecture,Asian Studies,33,1,33,171,132
2014-15,Spring,Laboratory,Bioengineering,33,5,6.6,171,132
2007-08,Spring,Seminar,Business Admin-MBA,132,6,22,171,132
2014-15,Spring,Seminar,Business Admin-MBA,132,5,26.4,171,132
2013-14,Spring,Laboratory,Chemistry,66,1,66,171,132
2007-08,Summer,Lecture,Chicano Studies,33,2,16.5,171,132
2005-06,Fall,Seminar,French,54,7,7.714285714,171,132
2003-04,Spring,Lecture,Health & Medical Sciences,72,6,12,171,132
2008-09,Summer,Seminar,History,33,3,11,171,132
2009-10,Fall,Seminar,Italian Studies,35,4,8.75,171,132
2005-06,Spring,Seminar,Landscape Arch & Env Plan,72,7,10.28571429,171,132
2004-05,Spring,Recitation,Linguistics,33,1,33,171,132
2009-10,Fall,Recitation,Linguistics,33,5,6.6,171,132
2003-04,Fall,Laboratory,Mechanical Engineering,44,2,22,171,132
2014-15,Spring,Lecture,Natural Resources,66,1,66,171,132
2003-04,Fall,Lecture,Physical Education,62,2,31,171,132
2007-08,Spring,Lecture,Physical Education,61,5,12.2,171,132
2015-16,Summer,Lecture,Scandinavian,33,5,6.6,171,132
2004-05,Summer,Studio,Theater Dance & Perf Stds,44,3,14.66666667,171,132
2014-15,Summer,Session,Theater Dance & Perf Stds,44,3,14.66666667,171,132
2012-13,Fall,Discussion,UGIS-UG Interdisc Studies,66,4,16.5,171,132
2013-14,Fall,Discussion,UGIS-UG Interdisc Studies,66,4,16.5,171,132
2004-05,Spring,Seminar,Vision Science,75,3,25,171,132
2009-10,Summer,Lecture,Dutch,23,2,11.5,171,131
2009-10,Spring,Group,Journalism,76,12,6.333333333,171,131
2008-09,Spring,Seminar,Philosophy,45,9,5,171,131
2005-06,Spring,Group,Social Welfare,66,6,11,171,131
2009-10,Fall,Seminar,Statistics,45,3,15,171,131
2013-14,Spring,Fieldwork,Asian American Studies,86,21,4.095238095,171,130
2004-05,Summer,Lecture,Business Admin-MBA,65,1,65,171,130
2011-12,Spring,Group,Chemistry,80,4,20,171,130
2011-12,Spring,Seminar,Classics,57,6,9.5,171,130
2005-06,Fall,Seminar,Energy and Resources,49,4,12.25,171,130
2005-06,Spring,Seminar,Environmental Sciences,54,2,27,171,130
2006-07,Fall,Group,Geography,65,4,16.25,171,130
2006-07,Summer,Lecture,Hebrew,15,2,7.5,171,130
2010-11,Spring,Group,Info Mgmt & Systems,66,19,3.473684211,171,130
2006-07,Spring,Seminar,Landscape Arch & Env Plan,69,8,8.625,171,130
2015-16,Fall,Seminar,Landscape Arch & Env Plan,69,8,8.625,171,130
2006-07,Fall,Lecture,Malay/Indonesian,26,2,13,171,130
2008-09,Spring,Lecture,Malay/Indonesian,26,2,13,171,130
2013-14,Fall,Seminar,Near Eastern Studies,53,7,7.571428571,171,130
2013-14,Fall,Discussion,Optometry,65,1,65,171,130
2013-14,Spring,Discussion,Optometry,65,1,65,171,130
2014-15,Summer,Lecture,Optometry,65,1,65,171,130
2013-14,Spring,Lecture,Persian,30,3,10,171,130
2005-06,Spring,Lecture,Punjabi,26,2,13,171,130
2006-07,Spring,Lecture,Punjabi,26,2,13,171,130
2007-08,Spring,Lecture,Punjabi,26,2,13,171,130
2011-12,Fall,Lecture,Sanskrit,28,4,7,171,130
2008-09,Summer,Lecture,Slavic Languages & Lit,13,2,6.5,171,130
2008-09,Summer,Lecture,Theater Dance & Perf Stds,40,3,13.33333333,171,130
2007-08,Fall,Lecture,Arabic,43,3,14.33333333,171,129
2010-11,Spring,Laboratory,Bioengineering,35,4,8.75,171,129
2010-11,Spring,Seminar,Business Admin-MBA,129,3,43,171,129
2008-09,Fall,Session,Civil & Environmental Eng,43,2,21.5,171,129
2008-09,Summer,Group,Education,43,3,14.33333333,171,129
2006-07,Spring,Group,"Env Sci, Policy, & Mgmt",104,6,17.33333333,171,129
2010-11,Spring,Seminar,Environmental Sciences,43,2,21.5,171,129
2015-16,Summer,Lecture,Latin American Studies,23,3,7.666666667,171,129
2008-09,Spring,Group,Linguistics,69,8,8.625,171,129
2015-16,Spring,Lecture,Persian,35,4,8.75,171,129
2009-10,Spring,Group,Physical Education,106,6,17.66666667,171,129
2006-07,Spring,Group,Sociology,82,4,20.5,171,129
2011-12,Fall,Seminar,Statistics,47,3,15.66666667,171,129
2004-05,Fall,Session,Theater Dance & Perf Stds,43,3,14.33333333,171,129
2005-06,Fall,Session,Theater Dance & Perf Stds,43,3,14.33333333,171,129
2014-15,Spring,Lecture,Business Admin-PhD,60,10,6,171,128.5
2011-12,Spring,Laboratory,Bioengineering,45,6,7.5,171,128
2015-16,Spring,Web-Based Lecture,Education,32,1,32,171,128
2006-07,Fall,Group,"Env Sci, Policy, & Mgmt",64,5,12.8,171,128
2015-16,Spring,Seminar,French,32,6,5.333333333,171,128
2011-12,Fall,Seminar,Gender & Womens Studies,32,1,32,171,128
2009-10,Spring,Seminar,Geography,32,3,10.66666667,171,128
2015-16,Spring,Lecture,Global Poverty & Practice,42,2,21,171,128
2015-16,Spring,Lecture,Greek,30,5,6,171,128
2008-09,Spring,Lecture,Hebrew,34,5,6.8,171,128
2004-05,Summer,Seminar,History,32,6,5.333333333,171,128
